id,carat,cut,color,clarity,depth,table,x,y,z,price
53938,0.56,Ideal,G,VVS1,61.8,57.0,5.29,5.27,3.26,2164
186075,0.72,Premium,I,SI2,62.6,60.0,5.72,5.66,3.56,1814
184293,0.7,Premium,F,VS2,62.8,59.0,5.64,5.67,3.55,2452
179721,1.06,Premium,G,VS2,61.0,60.0,6.64,6.54,4.03,5645
137199,0.51,Premium,E,VS2,61.9,58.0,5.12,5.09,3.16,1656
173401,1.11,Ideal,F,IF,62.5,57.0,6.64,6.57,4.13,11233
71322,0.9,Very Good,H,VVS2,62.7,59.0,6.1,6.12,3.83,4156
128237,0.37,Ideal,I,SI1,61.2,56.0,4.66,4.64,2.84,603
101455,0.3,Very Good,F,VVS1,60.5,58.0,4.35,4.37,2.63,878
105144,0.54,Ideal,F,VS2,62.0,56.0,5.21,5.26,3.24,1692
161068,0.77,Fair,G,VS2,57.4,62.0,6.08,6.03,3.49,3358
90225,0.4,Ideal,G,IF,61.3,56.0,4.78,4.75,2.92,1263
158281,1.04,Ideal,E,VVS2,61.9,55.0,6.56,6.49,4.04,10897
80664,0.34,Ideal,D,SI2,61.4,58.0,4.5,4.47,2.75,772
134991,0.72,Ideal,E,VS2,61.7,57.0,5.75,5.78,3.56,3228
121614,1.04,Ideal,H,SI1,61.2,57.0,6.56,6.54,4.01,5483
156468,0.38,Ideal,E,VS1,61.8,55.0,4.66,4.62,2.88,1079
108676,1.02,Ideal,D,SI1,61.6,56.0,6.46,6.42,3.97,5198
123113,1.03,Ideal,G,SI1,61.6,56.0,6.51,6.47,4.0,4909
167222,0.72,Ideal,F,SI1,61.6,55.0,5.75,5.78,3.55,2607
140274,0.92,Fair,D,SI2,65.4,58.0,6.04,6.08,4.0,2863
25379,1.52,Good,F,SI2,63.6,55.0,7.29,7.25,4.63,9408
62002,1.01,Premium,G,VS1,61.2,62.0,6.45,6.42,3.94,6442
17828,1.1,Ideal,G,VS2,62.3,54.0,6.64,6.69,4.15,7079
20650,0.3,Premium,H,VVS1,62.5,58.0,4.26,4.29,2.67,795
17475,0.9,Ideal,H,SI2,61.9,56.0,6.19,6.22,3.84,3507
121524,0.27,Ideal,E,VS2,60.8,56.0,4.17,4.19,2.55,470
153078,0.55,Ideal,E,SI1,60.7,55.0,5.28,5.33,3.22,1613
77389,0.31,Ideal,E,SI1,62.3,55.0,4.34,4.32,2.7,518
164496,0.37,Ideal,G,VS2,61.4,57.0,4.6,4.63,2.84,579
79668,0.7,Good,H,SI1,62.6,61.0,5.64,5.67,3.54,2048
132665,0.41,Ideal,F,IF,62.0,54.0,4.79,4.83,2.98,1354
47350,0.34,Ideal,E,VS2,62.3,55.0,4.51,4.48,2.81,900
28187,0.33,Premium,E,VS2,60.5,58.0,4.54,4.51,2.74,928
119116,0.34,Ideal,I,SI1,61.6,57.0,4.51,4.47,2.77,471
46863,0.9,Ideal,H,SI2,61.9,57.0,6.23,6.18,3.84,3407
52246,0.33,Ideal,I,IF,61.9,54.0,4.44,4.47,2.76,692
104060,0.9,Good,F,VS2,61.9,57.0,6.1,6.16,3.8,4308
20486,0.83,Ideal,H,VS2,61.4,56.0,6.04,6.01,3.71,3114
171685,1.16,Ideal,G,VVS2,62.0,57.0,6.76,6.72,4.17,8774
156590,0.5,Good,E,VS1,59.6,64.0,5.24,5.19,3.12,1847
50221,0.57,Ideal,F,VS2,61.6,57.0,5.29,5.31,3.26,1774
113557,0.5,Premium,G,VS1,61.6,58.0,5.13,5.11,3.15,1699
91805,1.87,Ideal,G,SI1,60.6,58.0,7.87,7.91,4.78,14028
129259,0.52,Ideal,G,VS1,62.2,57.0,5.15,5.18,3.2,1566
131056,2.0,Premium,F,SI1,61.0,59.0,8.1,8.2,5.0,18493
114401,1.01,Premium,E,VS2,61.6,61.0,6.47,6.42,3.97,6922
148117,0.32,Very Good,H,SI1,63.1,54.0,4.29,4.32,2.72,461
60838,1.73,Very Good,J,SI1,61.6,59.0,7.64,7.7,4.71,9707
23230,2.02,Very Good,G,SI2,63.4,59.0,7.93,7.98,5.05,14368
54722,1.03,Very Good,D,SI1,63.2,58.0,6.4,6.38,4.04,6044
188022,0.3,Ideal,F,VVS2,61.8,55.0,4.33,4.31,2.67,737
113870,0.41,Ideal,F,VS1,61.2,56.0,4.78,4.81,2.93,1076
103272,0.31,Very Good,G,VS1,63.1,58.0,4.34,4.31,2.73,802
6220,0.73,Ideal,E,VS1,62.0,56.0,5.75,5.83,3.59,3337
62820,1.25,Ideal,G,VS1,61.1,57.0,6.95,6.98,4.24,8869
16991,0.52,Ideal,E,VS1,61.4,56.0,5.18,5.21,3.19,1826
28633,0.5,Very Good,F,SI1,62.8,56.0,5.05,5.09,3.18,1232
102088,0.42,Premium,E,VS2,60.7,59.0,4.81,4.88,2.94,1003
164329,1.02,Good,G,VS2,63.8,58.0,6.34,6.43,4.07,4718
66952,0.5,Very Good,G,SI1,59.3,57.0,5.19,5.21,3.08,1225
161400,0.9,Fair,F,VS2,65.7,56.0,6.05,5.95,3.95,3759
25694,2.3,Ideal,G,SI2,61.2,61.0,8.5,8.54,5.21,18374
155263,0.9,Good,F,SI2,63.8,58.0,6.07,6.04,3.86,3685
18851,0.32,Premium,G,VS2,61.5,58.0,4.43,4.46,2.73,561
177125,1.0,Very Good,H,SI1,58.2,63.0,6.58,6.54,3.83,4427
148276,1.14,Very Good,E,SI2,60.4,57.0,6.73,6.79,4.09,4312
22553,0.32,Ideal,G,VVS1,61.7,56.0,4.45,4.43,2.74,814
39794,1.0,Very Good,G,VS2,62.4,58.0,6.33,6.37,3.96,5887
180786,0.34,Ideal,F,SI1,61.8,56.0,4.48,4.52,2.78,550
10933,1.21,Premium,G,VVS2,62.2,58.0,6.82,6.78,4.23,9642
186197,0.43,Ideal,F,VVS1,61.8,56.0,4.85,4.91,3.02,1295
133543,1.21,Premium,I,SI1,59.6,58.0,6.99,6.94,4.14,5390
37652,0.31,Ideal,D,VVS2,62.3,56.0,4.31,4.35,2.69,766
48949,0.3,Ideal,G,VS2,62.5,55.0,4.3,4.32,2.69,675
184184,0.9,Ideal,F,SI1,59.5,57.0,6.24,6.29,3.73,4612
35845,0.31,Ideal,E,VS2,61.8,56.0,4.34,4.37,2.69,673
92081,1.09,Ideal,D,SI2,62.1,56.0,6.58,6.63,4.08,5631
93586,0.7,Ideal,D,SI1,62.0,57.0,5.67,5.71,3.53,2789
142385,1.26,Very Good,H,VVS2,61.7,58.0,6.97,6.91,4.28,7832
4925,0.9,Ideal,G,SI2,62.3,56.0,6.15,6.19,3.85,3475
106653,0.33,Premium,G,VS1,60.4,60.0,4.48,4.52,2.71,828
179424,0.54,Very Good,E,VS1,61.3,58.0,5.24,5.26,3.21,1792
28132,0.35,Premium,G,VS1,60.7,60.0,4.62,4.58,2.79,799
25095,1.15,Ideal,G,VS1,61.1,54.0,6.73,6.78,4.13,7966
31561,2.0,Premium,E,SI2,61.4,58.0,8.15,8.07,5.02,15984
130026,1.24,Premium,G,VS2,60.7,61.0,6.97,6.95,4.22,9057
16073,1.21,Premium,G,VS1,60.1,60.0,6.9,6.94,4.16,9012
111769,0.58,Premium,E,VS1,58.6,58.0,5.46,5.4,3.16,2297
17972,0.72,Ideal,E,SI1,62.7,57.0,5.69,5.75,3.58,2676
11079,1.24,Ideal,F,VVS2,61.4,56.0,6.93,6.96,4.27,11404
21998,1.09,Premium,H,VS2,61.5,58.0,6.62,6.59,4.08,4960
31202,0.31,Premium,H,VVS1,62.2,58.0,4.32,4.35,2.69,707
16401,0.36,Ideal,F,SI1,61.6,55.0,4.57,4.61,2.83,616
71088,0.57,Premium,F,VS2,60.4,59.0,5.4,5.37,3.25,1659
105170,1.06,Ideal,I,VS1,61.8,55.0,6.61,6.54,4.06,6108
123149,1.26,Ideal,F,VVS2,62.0,55.0,6.96,6.92,4.31,11962
117485,1.2,Ideal,H,VS2,62.2,56.0,6.78,6.74,4.2,6652
179395,0.53,Ideal,G,VS2,61.9,54.0,5.21,5.24,3.23,1361
16014,0.7,Very Good,F,VS2,62.5,55.0,5.67,5.72,3.55,2757
102599,0.91,Ideal,I,SI1,61.2,56.0,6.27,6.25,3.84,3530
24104,1.15,Very Good,G,VS2,62.8,59.0,6.63,6.68,4.17,7644
38833,1.51,Premium,G,SI1,59.6,59.0,7.51,7.47,4.47,11627
41100,0.74,Good,D,SI1,63.4,55.0,5.8,5.77,3.68,2751
122323,1.02,Premium,G,SI2,63.0,58.0,6.4,6.44,4.05,4496
172700,1.22,Ideal,H,SI1,62.9,56.0,6.82,6.85,4.29,7636
80549,1.27,Premium,H,VS2,62.0,58.0,6.96,6.92,4.3,7294
66057,0.32,Ideal,D,VS2,61.7,54.0,4.41,4.44,2.73,758
22199,0.72,Ideal,F,SI1,62.4,55.0,5.72,5.76,3.58,2759
117088,0.74,Ideal,G,SI2,62.7,56.0,5.73,5.79,3.6,2297
135914,1.38,Ideal,D,SI1,60.9,57.0,7.15,7.2,4.37,10302
121733,0.9,Very Good,G,SI2,62.4,57.0,6.12,6.15,3.83,3804
169141,0.31,Ideal,H,VVS2,61.5,57.0,4.32,4.35,2.67,603
24578,2.04,Ideal,H,VS1,60.6,56.0,8.26,8.22,4.98,17761
83967,0.56,Ideal,H,VS2,62.3,54.0,5.28,5.31,3.29,1350
106691,1.01,Premium,G,SI1,62.5,60.0,6.38,6.33,3.96,4698
126044,0.3,Ideal,J,VS1,62.4,57.0,4.3,4.28,2.68,630
144591,1.58,Premium,E,SI1,61.2,59.0,7.54,7.48,4.61,14394
38123,1.53,Premium,H,VVS2,60.5,61.0,7.4,7.45,4.5,11159
184533,1.01,Very Good,D,IF,59.1,62.0,6.52,6.59,3.88,11233
190507,0.52,Ideal,G,SI1,62.5,55.0,5.13,5.16,3.22,1421
170361,0.51,Ideal,D,VS1,62.0,59.0,5.08,5.12,3.16,1752
122634,1.03,Ideal,I,VS2,62.5,57.0,6.38,6.43,4.0,4759
146089,0.57,Ideal,G,VS1,62.2,56.0,5.31,5.34,3.31,1971
97157,0.9,Very Good,I,SI2,62.6,58.0,6.19,6.14,3.85,3145
47612,0.4,Premium,G,SI2,60.3,60.0,4.79,4.75,2.88,612
108401,0.53,Very Good,D,VS2,61.8,60.0,5.17,5.15,3.19,1752
171588,1.51,Ideal,F,VS1,62.2,55.0,7.35,7.38,4.59,16055
182341,0.4,Ideal,F,VS1,61.4,56.0,4.71,4.74,2.9,912
177320,0.35,Ideal,E,VS2,61.9,56.0,4.53,4.49,2.8,767
219,1.52,Premium,E,SI2,59.3,60.0,7.51,7.46,4.43,8291
3027,0.71,Premium,I,SI1,58.3,58.0,5.91,5.84,3.43,2401
75951,1.01,Premium,D,SI2,60.1,56.0,6.57,6.52,3.94,4805
108786,0.7,Ideal,E,VS1,61.3,56.0,5.72,5.75,3.52,2804
26837,0.57,Ideal,F,SI1,61.5,56.0,5.33,5.38,3.29,1607
134952,0.56,Ideal,E,VS2,61.9,56.0,5.31,5.29,3.28,1659
41782,0.9,Very Good,G,VS1,62.2,58.0,6.15,6.19,3.83,4560
285,0.52,Ideal,E,VS2,62.5,57.0,5.15,5.17,3.23,1777
76083,0.3,Ideal,H,VS1,61.3,57.0,4.33,4.3,2.65,554
29585,0.3,Premium,D,VS2,61.7,60.0,4.34,4.31,2.66,911
2496,1.51,Fair,I,SI2,65.0,61.0,7.08,6.97,4.61,5620
57937,1.07,Ideal,G,VS2,61.4,56.0,6.58,6.63,4.05,6745
145950,0.34,Premium,F,SI1,61.3,59.0,4.48,4.51,2.75,597
184426,0.31,Ideal,E,VVS1,61.4,56.0,4.38,4.42,2.7,921
176288,1.06,Ideal,H,VS2,61.2,57.0,6.62,6.59,4.04,5598
182694,1.25,Very Good,G,VS1,61.5,57.0,6.95,6.89,4.25,9063
130103,1.26,Premium,G,VS1,62.1,58.0,6.89,6.93,4.29,8305
86650,1.01,Ideal,H,SI2,62.8,57.0,6.37,6.42,4.01,4140
108821,1.04,Premium,F,VS2,58.3,58.0,6.67,6.63,3.88,6271
112882,0.31,Ideal,F,VS2,62.0,56.0,4.37,4.31,2.69,802
57652,1.32,Premium,G,SI1,60.7,59.0,7.07,7.01,4.3,7972
137522,1.0,Very Good,E,SI2,62.7,56.0,6.34,6.38,3.99,4382
19534,1.01,Premium,D,VS2,61.4,58.0,6.5,6.43,3.97,7448
112336,0.24,Very Good,F,VS2,61.2,58.0,3.98,4.03,2.46,447
172259,1.2,Premium,F,VS2,61.6,60.0,6.79,6.74,4.17,9682
50953,0.3,Ideal,F,VS2,61.5,56.0,4.28,4.3,2.64,624
52832,0.34,Ideal,E,IF,62.4,56.0,4.49,4.52,2.81,1433
73423,1.04,Ideal,F,VVS2,62.6,56.0,6.44,6.52,4.06,9331
50941,0.42,Premium,G,VS1,61.7,59.0,4.78,4.84,2.97,921
167445,0.5,Very Good,G,VS1,63.5,57.0,5.05,5.02,3.19,1689
137527,0.4,Ideal,G,VVS1,61.1,57.0,4.7,4.74,2.89,1200
152807,0.5,Premium,E,VS2,62.8,58.0,5.08,5.05,3.18,1437
45909,0.9,Premium,H,SI2,62.4,60.0,6.19,6.14,3.83,2913
147657,0.91,Premium,D,SI2,59.8,59.0,6.3,6.25,3.75,3625
172,0.55,Very Good,D,SI1,60.7,59.0,5.31,5.29,3.23,1949
122505,0.9,Good,D,SI2,63.9,61.0,6.04,6.1,3.87,4480
117590,1.02,Good,G,VS1,63.9,57.0,6.32,6.39,4.07,6618
13389,0.52,Very Good,D,VS1,60.5,59.0,5.16,5.23,3.13,1959
120364,0.53,Ideal,F,VS1,61.9,55.0,5.22,5.2,3.22,1956
122721,0.72,Premium,F,SI2,62.5,58.0,5.73,5.69,3.57,2268
101043,0.24,Ideal,E,VVS2,61.4,59.0,4.0,4.05,2.47,554
54162,0.39,Ideal,D,SI2,61.9,56.0,4.71,4.74,2.92,855
52047,0.9,Very Good,E,VS1,62.9,59.0,6.13,6.16,3.86,4864
35440,0.33,Premium,G,VS2,61.9,58.0,4.43,4.46,2.75,743
167429,0.71,Very Good,D,SI1,62.9,58.0,5.64,5.67,3.56,2918
24774,0.9,Ideal,H,VS1,61.9,56.0,6.18,6.23,3.83,4265
130955,0.53,Ideal,D,SI1,61.9,55.0,5.18,5.21,3.22,1721
57536,1.82,Premium,H,SI1,61.6,60.0,7.85,7.74,4.81,10162
52455,1.5,Good,I,VS1,61.8,61.0,7.25,7.31,4.5,8317
61413,1.64,Premium,D,SI2,62.8,57.0,7.56,7.49,4.73,13991
2445,0.5,Ideal,D,VVS2,61.8,57.0,5.12,5.1,3.15,2376
109804,0.71,Very Good,E,VS2,62.1,59.0,5.71,5.74,3.55,2728
118625,0.41,Ideal,H,SI1,61.7,55.1,4.77,4.8,2.95,771
140473,1.05,Very Good,E,SI2,63.5,57.0,6.51,6.48,4.12,4290
173838,1.01,Premium,E,SI2,62.6,59.0,6.38,6.34,3.98,3959
97484,0.71,Good,F,SI1,63.3,58.0,5.62,5.66,3.58,2331
8894,0.41,Premium,E,SI2,59.8,56.0,4.81,4.77,2.84,876
98357,1.5,Ideal,E,SI1,61.9,56.0,7.33,7.31,4.54,12200
23807,0.72,Premium,I,VVS1,61.1,59.0,5.78,5.74,3.52,2537
59762,0.24,Ideal,F,VS2,62.4,56.0,3.99,4.01,2.5,453
85324,1.07,Ideal,H,VS2,61.7,57.0,6.55,6.59,4.05,5699
44183,0.4,Ideal,E,SI1,62.2,54.0,4.72,4.77,2.95,919
25949,1.5,Very Good,I,VS1,62.9,57.0,7.29,7.31,4.59,10388
25536,0.7,Very Good,G,VS1,61.5,59.0,5.68,5.73,3.5,2522
168723,0.4,Premium,E,SI1,62.1,58.0,4.71,4.73,2.93,945
2476,0.7,Ideal,G,SI1,60.6,56.0,5.8,5.75,3.5,2610
97343,0.41,Ideal,D,SI1,62.3,56.0,4.77,4.72,2.95,1160
177157,0.32,Ideal,D,SI2,61.6,57.0,4.39,4.42,2.71,493
10953,0.4,Ideal,F,VS2,61.3,56.0,4.81,4.76,2.92,1041
75553,0.71,Ideal,I,VS2,62.5,54.0,5.72,5.74,3.57,2390
190265,1.59,Ideal,I,VS2,61.7,54.0,7.56,7.54,4.66,10051
93129,1.24,Premium,G,VVS2,61.7,58.0,6.92,6.87,4.25,10983
51493,1.23,Premium,G,VS1,61.5,59.0,6.85,6.9,4.23,8758
79029,0.33,Very Good,E,VS2,60.5,59.0,4.49,4.53,2.72,745
106072,0.3,Very Good,E,SI1,59.6,60.0,4.38,4.42,2.62,526
154112,1.58,Premium,D,SI2,60.0,58.0,7.6,7.55,4.62,11923
138161,0.27,Very Good,F,VVS2,60.0,56.0,4.23,4.25,2.57,582
118459,0.57,Ideal,D,SI1,61.6,55.0,5.34,5.37,3.3,1709
170020,0.7,Very Good,H,SI2,60.8,58.0,5.72,5.77,3.49,2376
123827,0.72,Ideal,G,SI2,61.8,57.0,5.76,5.73,3.55,2353
122471,0.52,Ideal,D,SI1,63.0,56.0,5.15,5.12,3.23,1624
152487,0.91,Very Good,E,SI1,63.0,58.0,6.11,6.16,3.87,4211
166130,0.71,Very Good,H,VVS2,62.6,58.0,5.66,5.7,3.56,2553
63786,0.26,Ideal,H,IF,62.4,55.0,4.12,4.13,2.57,566
2087,0.58,Ideal,H,VS1,61.4,57.0,5.38,5.39,3.3,1672
95398,0.57,Ideal,E,VS1,61.0,57.0,5.36,5.34,3.27,1949
11210,0.71,Premium,J,SI1,60.4,59.0,5.8,5.76,3.49,1901
123786,0.7,Very Good,I,VS2,62.4,60.0,5.62,5.74,3.54,2184
125114,0.4,Ideal,F,SI2,62.2,57.0,4.71,4.7,2.93,633
154776,1.01,Premium,J,SI2,62.2,57.0,6.41,6.37,3.98,3179
9636,0.4,Ideal,I,VVS2,61.7,56.0,4.77,4.73,2.93,1080
140094,0.43,Ideal,E,SI1,62.5,57.0,4.79,4.76,2.98,1016
110820,0.3,Ideal,G,VVS1,62.0,56.0,4.31,4.34,2.68,779
42964,1.2,Very Good,E,SI2,63.0,58.0,6.75,6.7,4.22,4458
174589,0.7,Premium,D,SI2,62.5,58.0,5.72,5.68,3.56,2635
14570,0.31,Ideal,G,VS1,61.7,55.0,4.38,4.35,2.7,645
117538,0.67,Very Good,G,VS1,60.2,59.0,5.61,5.73,3.41,2326
120566,0.32,Premium,G,VVS1,61.6,58.0,4.43,4.4,2.71,1080
189624,0.53,Ideal,F,VS2,61.5,56.0,5.23,5.17,3.2,1580
2129,1.01,Premium,G,VS2,62.1,58.0,6.49,6.4,4.0,6471
149956,0.34,Very Good,E,VS2,62.5,54.0,4.47,4.51,2.81,656
189170,0.5,Ideal,D,VS2,62.2,56.0,5.12,5.09,3.18,1601
84832,0.51,Ideal,G,VS2,62.2,57.0,5.14,5.09,3.18,1356
157385,0.53,Ideal,G,VS1,61.9,57.0,5.21,5.18,3.21,1852
34949,0.32,Ideal,D,VS2,62.3,55.0,4.4,4.37,2.73,924
95456,1.03,Very Good,D,SI1,63.5,55.0,6.44,6.38,4.07,5980
68478,0.31,Ideal,D,VS2,62.0,57.0,4.31,4.35,2.69,734
178528,0.34,Ideal,G,SI2,62.6,57.0,4.53,4.49,2.82,574
94212,0.35,Ideal,G,SI1,61.4,55.0,4.52,4.55,2.78,536
38412,0.51,Very Good,D,SI1,62.5,57.0,5.08,5.11,3.18,1425
8909,0.34,Ideal,E,VS2,59.0,56.0,4.62,4.64,2.75,1040
69548,0.25,Ideal,D,VVS2,61.5,56.0,4.09,4.12,2.52,575
96447,0.3,Ideal,F,IF,61.8,56.0,4.33,4.35,2.68,886
184596,0.71,Ideal,F,SI1,61.5,56.0,5.78,5.74,3.54,2694
115880,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.4,2.69,758
108465,1.5,Premium,J,VS1,59.6,60.0,7.54,7.48,4.47,9659
55899,1.7,Ideal,F,SI1,61.9,55.0,7.68,7.64,4.76,12700
49709,0.3,Ideal,F,IF,62.3,56.0,4.3,4.34,2.69,886
71144,0.75,Ideal,E,SI1,60.9,57.0,5.85,5.9,3.58,3101
117080,2.01,Ideal,H,SI1,62.5,56.0,8.08,8.02,5.03,17803
17271,0.9,Premium,F,SI2,61.5,58.0,6.19,6.13,3.79,3419
136949,0.33,Ideal,D,SI2,62.5,56.0,4.4,4.44,2.77,523
68443,0.34,Premium,G,VS2,60.0,58.0,4.55,4.52,2.72,765
86433,1.15,Ideal,G,VS1,61.3,56.0,6.73,6.77,4.14,7655
21023,0.31,Very Good,J,VVS1,62.9,58.0,4.29,4.33,2.72,413
184204,0.31,Ideal,G,VVS2,62.0,55.0,4.37,4.4,2.72,614
113695,1.05,Ideal,F,VVS2,61.1,58.0,6.56,6.52,3.99,9424
30183,0.9,Premium,E,SI2,62.9,58.0,6.12,6.09,3.85,3524
48895,0.57,Ideal,H,VS1,61.8,56.0,5.32,5.35,3.29,1576
86972,0.31,Premium,H,VS1,59.4,60.0,4.43,4.46,2.63,600
183560,1.0,Good,F,SI2,63.7,58.0,6.32,6.23,3.99,4044
66805,1.04,Ideal,G,SI1,61.9,56.0,6.51,6.54,4.04,5535
95054,1.03,Ideal,H,SI1,62.1,55.0,6.52,6.49,4.04,4504
45744,1.51,Ideal,I,SI2,61.7,59.0,7.33,7.37,4.54,7575
31777,0.33,Ideal,E,VVS1,61.8,55.0,4.44,4.48,2.75,988
82550,0.7,Premium,H,VS1,62.8,59.0,5.6,5.66,3.53,2382
147805,0.53,Very Good,F,VS2,60.9,59.0,5.21,5.2,3.17,1660
111412,1.17,Ideal,F,SI1,62.5,55.0,6.74,6.7,4.21,6797
164799,0.71,Very Good,G,SI2,62.5,58.0,5.7,5.73,3.56,2165
20646,2.17,Ideal,J,SI2,63.0,57.0,8.24,8.16,5.16,11220
5828,1.11,Premium,I,VS2,61.8,58.0,6.64,6.6,4.1,4892
179833,0.41,Ideal,F,VVS2,61.8,56.0,4.78,4.81,2.97,1196
170080,1.2,Ideal,H,VVS1,62.1,56.0,6.74,6.85,4.22,7987
62861,1.01,Premium,F,VS2,62.1,60.0,6.37,6.41,3.97,6271
161531,0.31,Ideal,G,VS1,61.4,56.0,4.34,4.36,2.67,625
77812,0.51,Ideal,G,VS2,61.9,56.0,5.17,5.14,3.19,1556
67772,0.7,Very Good,F,SI1,62.7,57.0,5.68,5.64,3.55,2138
28447,1.01,Very Good,E,SI2,63.1,58.0,6.32,6.35,4.0,4666
73646,0.38,Ideal,G,SI1,61.1,57.0,4.67,4.72,2.86,917
106416,1.0,Very Good,D,SI1,62.9,58.0,6.38,6.42,4.02,5559
165942,0.52,Ideal,I,VS2,61.6,55.0,5.19,5.15,3.19,1189
112987,1.51,Premium,H,VS2,63.0,59.0,7.24,7.18,4.54,10738
26143,1.01,Ideal,G,VS2,62.2,55.0,6.41,6.49,4.01,6104
66577,0.59,Ideal,D,SI2,61.6,57.0,5.4,5.43,3.32,1367
138915,1.19,Premium,I,SI1,60.9,58.0,6.83,6.88,4.17,4891
150205,0.93,Premium,E,SI1,62.1,59.0,6.27,6.2,3.87,4226
149907,0.55,Very Good,F,SI1,62.3,60.0,5.17,5.21,3.24,1396
83426,1.6,Very Good,D,SI2,61.7,56.0,7.52,7.44,4.62,11180
160307,0.79,Ideal,F,SI2,61.1,56.0,5.97,5.99,3.66,2755
172926,0.41,Premium,E,VS1,60.5,58.0,4.76,4.81,2.9,1079
162274,0.32,Premium,I,VS1,60.7,59.0,4.42,4.38,2.67,612
53462,1.45,Ideal,I,SI1,62.2,57.0,7.2,7.24,4.49,8574
135370,0.38,Premium,G,SI1,60.8,59.0,4.61,4.63,2.81,666
144261,0.56,Premium,J,IF,60.6,58.0,5.36,5.39,3.26,1583
184845,0.38,Very Good,H,VS2,61.9,53.0,4.63,4.68,2.88,770
133133,0.83,Very Good,I,VS2,62.8,58.0,5.9,5.97,3.72,2816
159002,1.01,Good,G,VS1,63.3,57.0,6.34,6.41,4.04,6619
15482,0.31,Ideal,E,VVS2,61.9,56.0,4.34,4.36,2.69,759
106417,0.3,Good,I,IF,63.1,57.0,4.23,4.26,2.68,864
47318,0.51,Very Good,E,SI1,59.7,59.0,5.19,5.24,3.11,1438
94924,0.3,Premium,E,VS2,62.7,59.0,4.28,4.25,2.67,844
44014,1.05,Ideal,D,VS2,62.0,56.0,6.54,6.5,4.04,8451
171677,0.53,Very Good,F,VS1,63.3,56.0,5.12,5.15,3.26,2147
134761,0.31,Ideal,F,VS2,61.1,57.0,4.38,4.34,2.66,802
155772,1.01,Premium,D,SI2,61.3,58.0,6.46,6.45,3.96,4799
90972,0.72,Premium,H,SI1,62.4,58.0,5.76,5.73,3.57,2369
142353,0.7,Ideal,I,VS2,61.4,56.0,5.7,5.73,3.51,2271
170161,2.16,Premium,I,SI1,62.5,60.0,8.29,8.21,5.14,16506
118550,0.44,Ideal,F,IF,61.2,56.0,4.92,4.95,3.02,1394
97851,1.23,Ideal,G,SI1,62.0,57.0,6.84,6.88,4.26,7209
174067,0.4,Ideal,D,SI2,62.4,54.0,4.71,4.73,2.94,752
52215,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1356
59987,0.4,Very Good,D,VVS2,60.8,60.0,4.74,4.77,2.9,1018
166513,0.3,Premium,G,VS1,62.3,59.0,4.29,4.26,2.66,776
175106,1.06,Premium,G,VS2,60.4,58.0,6.61,6.65,4.01,6399
128196,0.3,Ideal,G,VS2,61.6,54.0,4.35,4.39,2.69,565
47688,0.73,Ideal,G,SI2,61.0,55.0,5.78,5.86,3.55,2423
32877,1.0,Premium,G,VS2,60.0,58.0,6.44,6.38,3.86,5546
82515,0.4,Good,G,SI2,63.1,56.0,4.68,4.74,2.97,571
61729,0.91,Ideal,H,SI1,61.2,56.0,6.23,6.28,3.83,4468
58057,0.75,Very Good,G,SI1,62.8,59.0,5.72,5.75,3.6,2509
113921,0.39,Premium,G,VS1,62.4,60.0,4.65,4.63,2.9,847
99041,1.03,Ideal,D,SI1,60.9,57.0,6.54,6.5,3.97,6091
100936,1.04,Premium,E,SI2,62.2,60.0,6.45,6.4,4.01,4392
167792,0.54,Ideal,E,VS2,60.8,57.0,5.26,5.3,3.22,1564
103591,1.03,Very Good,G,VS2,63.3,59.0,6.43,6.39,4.05,5250
62834,0.31,Ideal,F,VS1,62.2,54.0,4.32,4.4,2.71,661
178200,0.9,Good,I,VS2,63.8,59.0,6.04,6.08,3.87,3291
53827,1.01,Fair,E,SI2,64.4,60.0,6.25,6.3,4.04,3764
93337,0.9,Premium,E,SI2,59.6,62.0,6.3,6.19,3.73,3701
80244,0.3,Premium,G,SI2,62.0,60.0,4.32,4.28,2.66,506
14111,0.32,Ideal,E,IF,61.8,56.0,4.35,4.38,2.7,1018
80782,0.4,Very Good,F,VVS1,64.3,56.0,4.68,4.65,2.99,1263
190311,0.36,Ideal,J,IF,60.3,57.0,4.6,4.64,2.8,568
82645,0.3,Ideal,E,SI1,62.3,56.0,4.3,4.27,2.67,675
160767,0.3,Ideal,H,VS2,62.1,58.0,4.27,4.29,2.66,491
25131,1.57,Premium,F,VS2,60.5,60.0,7.53,7.6,4.57,14245
139889,0.71,Premium,F,SI2,62.6,60.0,5.66,5.61,3.53,2375
191593,2.01,Ideal,F,SI2,60.3,57.0,8.21,8.27,4.98,17455
79799,0.31,Ideal,G,IF,61.9,55.0,4.37,4.39,2.71,891
153655,0.44,Ideal,G,VS2,61.9,56.0,4.87,4.9,3.03,1087
2675,0.41,Premium,E,SI1,62.5,58.0,4.76,4.71,2.96,751
37091,2.09,Premium,J,SI2,62.3,60.0,8.2,8.15,5.07,11314
148912,0.41,Ideal,F,VS1,61.5,56.0,4.77,4.79,2.94,1076
22961,0.52,Ideal,G,VVS2,61.3,57.0,5.13,5.17,3.16,1865
